article_id,url,title,author,time,content,tags,img_url
2147399,https://dongqiudi.com/articles/2147399.html,米体：C罗决定今夏留在尤文，门德斯考虑效仿梅西的续约方式,Diavel_aDRy,07-16 08:27,"['来自《米兰体育报》的报道宣称，C罗已经做出决定，他将会留在尤文图斯至少再效力一个赛季。', '现年36岁的C罗2018年夏天以1.17亿欧元的价格从皇马转会至尤文，三个赛季以来他代表斑马军团出战了133场正式比赛，打进101球助攻20次，帮助球队拿到了2次意甲，1次意大利杯以及2次意大利超级杯的冠军，他自己也在上赛季加冕意甲最佳射手。', '在C罗的现有合同明年夏天就会到期的情况下，此前媒体上出现了一些有关这位5届金球奖得主可能在今夏离队的传闻，但如今按照《米兰体育报》的说法，C罗已经做出决定，他至少会留在尤文效力到现有合同结束，并在下赛季继续追逐欧冠冠军。', '该报道还宣称，C罗的经纪人门德斯目前也在考虑效仿梅西的续约方式，让这位葡萄牙球星与尤文续约至2023年。']","['尤文图斯', 'C罗', '门德斯']",https://csimg2.qunliao.info/fastdfs6/M00/29/16/280x210/crop/-/rBUCgGDw0cuAboWtABUr9IspXXY708.jpg
2147383,https://dongqiudi.com/articles/2147383.html,阿尔贝托在罗马买了新房,飞翔的蓝鹰,07-16 08:11,"['拉齐奥中场阿尔贝托的晚归事件让人议论纷纷，各路媒体也在纷纷炒作，一时间谣言满天飞。', '不过阿尔贝托的太太帕特里西娅几小时前在社交媒体秀出他们在罗马的新房子照片。这名球员上赛季与刚刚拉齐奥续签了合同，现在还在拉齐奥买了一套新房子，这些迹象不排除他会留下来。']","['拉齐奥', '路易斯-阿尔贝托']",https://csimg2.qunliao.info/fastdfs6/M00/29/15/280x210/crop/-/rBUESWDwzMeAC-0BAAApoTzq7cg51.jpeg
2147348,https://dongqiudi.com/articles/2147348.html,罗马热身赛10-0轻取蒙特卡蒂尼，穆帅迎执教罗马首秀,CaptainThanos,07-16 07:19,"['在北京时间7月16日凌晨结束的一场热身赛中，罗马10-0击败当地球队蒙特卡蒂尼，穆帅也迎来了自己在罗马队执教的开门红。', '在这场热身赛中，佩雷斯、曼奇尼、马约拉尔、卡拉菲奥里、扎尼奥洛、扎勒维斯基、迪亚瓦拉分别建功，马约拉尔更是上演了帽子戏法。', '此前遭受重伤的扎尼奥洛也完成了复出，并攻入一记点球。这也是穆里尼奥带队罗马的首场比赛，在两天后，也就是7月18日，罗马将迎来第二个热身对手特尔纳纳队。']","['罗马', '穆里尼奥']",https://xyimg1.qunliao.info/fastdfs6/M00/29/14/280x210/crop/-/rBUCgGDwwWeALX4JAAPKeKveWX4739.jpg
2147328,https://dongqiudi.com/articles/2147328.html,吐槽个球C罗女友乔妹更新！她写道：＂是的，我们在...,Laoshu,07-16 06:49,['吐槽个球C罗女友乔妹更新！她写道：＂是的，我们在戛纳＂'],"['尤文图斯', 'C罗', '乔治娜']",https://xyimg1.qunliao.info/fastdfs6/M00/29/13/280x210/crop/-/rBUCgGDwu4GAOP-iAAN4neZqo0o588.jpg
2147292,https://dongqiudi.com/articles/2147292.html,意媒：租借+700万欧选择性买断，达尔伯特即将加盟卡利亚里,阿尔玛贝拉,07-16 02:07,"['footballitalia消息，卡利亚里已经与国米达成一致，以租借+700万欧元选择性买断的报价引进巴西边卫达尔伯特。', '报道称，两家俱乐部当地时间今晚就转会达成一致。达尔伯特可能在明天前往撒丁岛，接受卡利亚里的体检并正式签约。', '此前，达尔伯特一直与本菲卡、特拉布宗体育和莫斯科中央陆军等球队联系在一起。', '据悉，如果卡利亚里在2021-22赛季结束后买断达尔伯特，球员老东家法甲尼斯队还将获得一定比例的转会分成。']","['尼斯', '国际米兰', '卡利亚里', '达尔伯特-恩里克']",https://xyimg1.qunliao.info/fastdfs6/M00/29/10/280x210/crop/-/rBUCgGDweRmANZQdAAHWWLAYDgo285.jpg
2147287,https://dongqiudi.com/articles/2147287.html,弗洛伦齐正式告别巴黎：在一座美丽城市不可思议的一年,ETChalmers,07-16 01:50,"['弗洛伦齐在个人社交媒体发文正式告别大巴黎，写道：“在一座美丽城市不可思议的一年，是时候说再见了。”', '上赛季，弗洛伦齐从罗马租借加盟巴黎，在巴黎效力期间，这位意大利右后卫代表球队在各项赛事出场36次，打入2球并送出1次助攻。', '最终巴黎没有从罗马买断弗洛伦齐，而是从国米签下了阿什拉夫。', '今日，跟随意大利夺得欧洲杯冠军后的弗洛伦齐在个人社交媒体发文正式告别巴黎，他写道：“感谢巴黎圣日耳曼！这是在一座美丽的城市不可思议的一年。是时候该说再见了，成为这个家庭的一员是一种莫大的荣幸，在这里踢球是一种激励，在这里效力获得一个很好的成长机会。非常感谢大家。包括工作人员、教练、主帅和队友。我祝大家一切顺利，谢谢。”']","['巴黎圣日耳曼', '罗马', '弗洛伦齐']",https://xyimg1.qunliao.info/fastdfs6/M00/29/0F/280x210/crop/-/rBUCgGDwdImAbK0EAAgUxtrwsHE976.jpg
2147279,https://dongqiudi.com/articles/2147279.html,官方声明：俱乐部在训练开始前进行的两次新冠检测中...,国际米兰足球俱乐部,07-16 01:27,['官方声明：俱乐部在训练开始前进行的两次新冠检测中，瓦伦蒂诺-拉扎罗的检测结果呈弱阳性。作为预防措施，他目前已被隔离，并将在未来几天再次接受检测。'],['国际米兰'],https://csimg2.qunliao.info/fastdfs6/M00/29/0E/280x210/crop/-/rBUCgGDwb-2AT-plAAns44enjAU04.jpeg
2147262,https://dongqiudi.com/articles/2147262.html,意媒：国米加速凯塔转会进程，已和球员经纪人进行面谈,阿尔玛贝拉,07-16 00:59,"['意媒TMW消息，国米正在加速引进凯塔-巴尔德的进程，球员经纪人帕斯托雷洛也正面做出了回应。', '今天，国米和帕斯托雷洛进行了一次长时间会谈，谈论的焦点就是凯塔的转会。', '“谈判进行得很顺利，我们一起评估了很多种情况。国米对凯塔很有兴趣，小因扎吉很了解他，并正在对他进行评估。”帕斯托雷洛说。', '26岁的凯塔与摩纳哥的合同将在2022年到期，球员上赛季租借于桑普多利亚，出场26次贡献7球和2次助攻。']","['摩纳哥', '国际米兰', '凯塔-巴尔德', '西蒙尼-因扎吉']",https://xyimg1.qunliao.info/fastdfs6/M00/29/0D/280x210/crop/-/rBUCgGDwaG2AWa5tAAIsRPSgYUM782.jpg
2147203,https://dongqiudi.com/articles/2147203.html,意甲新规定：将禁止身穿绿色球衣比赛,飞翔的蓝鹰,07-15 23:58,"['意甲将禁止绿色球衣。', '这样一来，拉齐奥上赛季的绿色球衣可能将成为绝唱。', '另外新规带来的最大问题就是不知道萨索洛的“西瓜皮”颜色里的绿色怎么办？']","['拉齐奥', '萨索洛']",https://xyimg1.qunliao.info/fastdfs6/M00/29/08/280x210/crop/-/rBUESWDwWTaAKWzTAAJ_s0njK9s938.jpg
2147197,https://dongqiudi.com/articles/2147197.html,萨索洛很无辜，2022-23赛季开始，意甲将禁止穿绿色球衣,看镜子的人,07-15 23:54,"['据意大利媒体报道，从2022-23赛季开始，意甲俱乐部将禁止穿着主色调为绿色的球衣。', '尽管这项新规定从下个赛季开始生效，但意大利甲级联赛决定提前一年宣布这项规定，从而给各俱乐部留出时间将新规定纳入他们未来的设计中。据报道，这主要是电视公司的决定，他们担心绿色球衣与球场颜色太相似，可能会导致球员融入背景中。', '目前意甲球队中，部分球队球衣的主色调为绿色，比如亚特兰大的圣诞树球衣和拉齐奥上赛季的客场球衣。', '目前尚不清楚这将如何影响意甲球队萨索洛，他们目前的球衣是绿色搭配黑色条纹。']",['萨索洛'],https://xyimg1.qunliao.info/fastdfs6/M00/29/08/280x210/crop/-/rBUESWDwWUCAPeOEAAGlciZnKCU399.jpg
2147183,https://dongqiudi.com/articles/2147183.html,帕尔马队发布新赛季主客场球衣，依然是熟悉的配色！,Lion_Football,07-15 23:45,['帕尔马队发布新赛季主客场球衣，依然是熟悉的配色！'],['帕尔马'],https://xyimg1.qunliao.info/fastdfs6/M00/29/08/280x210/crop/-/rBUCgGDwWCSAFVyOAAFhvXs1xOM12.jpeg
2147172,https://dongqiudi.com/articles/2147172.html,罗马门将奥尔森关注了拉齐奥社交媒体后又取消,飞翔的蓝鹰,07-15 23:39,"['罗马队今天宣布引进葡萄牙门将帕特里西奥。', '有意思的是球迷们发现罗马的瑞典国门奥尔森在昨天新关注了一个拉齐奥的新闻账号。更有意思的是在这件事成为网站上的新闻后，大家发现奥尔森又取消了关注。']","['拉齐奥', '奥尔森']",https://xyimg1.qunliao.info/fastdfs6/M00/29/06/280x210/crop/-/rBUESWDwUciARFa9AAdDIncJiws348.jpg
2147171,https://dongqiudi.com/articles/2147171.html,国米官方：拉扎罗新冠检测呈弱阳性，已接受隔离,ETChalmers,07-15 23:38,"['国际米兰官方消息，球队中场拉扎罗新冠检测呈弱阳性。', '现年25岁的拉扎罗上赛季租借至门兴效力，今夏回归国米。', '国米今日官方宣布，拉扎罗在球队训练前的两次新冠检测中呈弱阳性，这位奥地利中场已处于隔离中，将在未来几天再次接受检测。']","['国际米兰', '拉扎罗']",https://xyimg1.qunliao.info/fastdfs6/M00/29/07/280x210/crop/-/rBUCgGDwVY2AHRVAAALFv73XzLc347.jpg
2147101,https://dongqiudi.com/articles/2147101.html,吐槽个球丨1994年3月，曼奇尼拒绝给巴乔当替补...,Laoshu,07-15 23:00,['吐槽个球丨1994年3月，曼奇尼拒绝给巴乔当替补，主教练萨基只好找来佐拉来顶替他；巴乔扛着意大利进入决赛，但倒在十二码前，留给世界一个悲情的背影；曼奇尼多次讲述，这是人生中最大错误，如果重来一遍他不会拒绝征召。\n\n当年与巴乔争夺意大利主力位置的曼奇尼，如今成为了意大利夺得欧洲杯的冠军教头，他注定是非凡的。\n\n罗伯托·曼奇尼作为球员和教练：\n\n• 赢得桑普多利亚唯一的意甲冠军；\n\n• 打破拉齐奥 26 年的冠军荒；\n\n• 打破国米 17 年的冠军荒；\n\n• 打破曼城 44 年的冠军荒；\n\n• 打破意大利长达 53 年的欧洲杯冠军荒；'],"['意大利', '曼奇尼', '罗伯特-巴乔']",https://xyimg1.qunliao.info/fastdfs6/M00/29/04/280x210/crop/-/rBUESWDwTXiASdZmAACwj6icbSE059.jpg
2147082,https://dongqiudi.com/articles/2147082.html,斯基拉：尼斯和罗马谈妥，租借加1000万欧买断签小克鲁伊维特,Diavel_aDRy,07-15 22:49,"['根据意大利知名记者尼科洛-斯基拉的报道，罗马已经和尼斯谈妥了尤斯廷-克鲁伊维特的转会问题，他们愿意以租借外加1000万欧元买断权的方式放走这位荷兰球星。', '现年22岁的小克鲁伊维特上赛季以租借的身份效力于RB莱比锡，期间他出战了27场正式比赛，9次担任首发，打进4球。', '如今按照斯基拉的说法，小克鲁伊维特此前一直在等待RB莱比锡的行动，因为他很乐意回到这支德甲劲旅阵中，不过目前罗马已经和尼斯达成了原则性的协议，他们愿意以租借外加1000万欧元买断权的方式放走小克鲁伊维特。']","['尼斯', '罗马', 'RB莱比锡', '尤斯廷-克鲁伊维特']",https://xyimg1.qunliao.info/fastdfs6/M00/29/04/280x210/crop/-/rBUCgGDwSuaAJwXNAAGS6o_WH1c489.jpg
2147077,https://dongqiudi.com/articles/2147077.html,路易斯费利佩：我想在这里呆10年或者15年,飞翔的蓝鹰,07-15 22:45,"['拉齐奥巴西中卫路易斯费利佩今天下午在奥龙佐夏训地参加了俱乐部的新闻发布会，回答了记者们提出的问题：', '你的身体怎么样了？', '在假期里，我一直为了有一个好的夏训而训练和准备。我感觉很好，我想继续这样，赛季的开始感觉非常好。', '新的战术怎么样？', '一开始很艰难，我们已经踢了5年，现在我们阵式变了，你可以看到我们每天都在工作。四后卫踢法有点不同，在巴西我过去常这样踢，这么长时间后我现在要努力了。我们一点一点地向教练的要求接近。', '萨里传达了什么？', '我们知道，教练是意大利乃至欧洲最好的教练之一，他要求我们在训练中付出一切。因扎吉已经在这里5年了，我们感谢他，他也是一个伟大的教练，但这已经过去了。我们现在专注于萨里对我们的要求。', '说说斯特拉科沙和雷纳的事？有联系阿切尔比吗？', '门将给了我们很大的帮助，雷纳有更多的经验，斯特拉科沙为了这里付出了一切。对我来说他们没有什么区别，谁上场是教练的选择。我们给阿切尔比发了一条信息，我们向他表示祝贺，现在他将享受假期。', '你没去奥运会？', '很遗憾没有去那里，我为自己的感觉做了更好的选择。我可以在东京踢球，但我不会达到100%。我选择留在这里工作，从最佳状态开始，我想这个赛季成为我来这里以来最好的赛季。', '费利佩·安德森？', '每个人都知道他的品质，他是我的兄弟，当我到达时，他向我伸出了手，让我感觉是到了一个大家庭。我很高兴他回来了，我希望他能付出他内心的一切，他是一名伟大的球员，他在英超表现不错，现在他和我们在一起，他会做伟大的事情。', '续约？', '你的目标？指向巴西国家队？', '在拉齐奥，所有球员都渴望赢得胜利，以载入史册，就像1999/2000赛季一样。每个人都想赢得冠军， 我也一样。要进入国家队，我必须经常上场，打好比赛，如果我受伤了，我就不能去巴西队。']","['拉齐奥', '路易斯-费利佩']",https://xyimg1.qunliao.info/fastdfs6/M00/29/02/280x210/crop/-/rBUCgGDwRMGABiduAAO8JHu_KHg68.jpeg
2147075,https://dongqiudi.com/articles/2147075.html,AC米兰接近签下19岁的尤文图斯的目标,邪风布什,07-15 22:45,"['这位 19 岁的球员已经成为桑托斯人才生产工厂的最新明星，并希望登陆欧洲。', '他目前的合同将在今年年底到期，他已经告诉巴西人他不会延长合约，因为他正在寻找转会欧洲的机会。', '尤文是希望在下赛季之前将他带到球队的俱乐部之一，他符合尤文想要的球员类型。', '但据卡尔乔梅卡托报道，尤文图斯正面临着来自 AC 米兰的激烈竞争，而红黑军团现在在争夺他的签名方面领先于他们。', '尤文和他的其他追求者可以在一月转会窗口免费签下他，但报道称保罗马尔蒂尼正在努力让他早日成为米兰球员。', '桑托斯已经为任何想在当前合同到期前得到他的俱乐部设定了 1000 万欧元的要价。', '那不勒斯是另一家需要他的意甲俱乐部，但报告认为米兰在比赛中处于领先地位。']","['AC米兰', '尤文图斯']",https://xyimg1.qunliao.info/fastdfs6/M00/29/04/280x210/crop/-/rBUCgGDwSceAAukhAACC83RNaRg919.jpg
2147068,https://dongqiudi.com/articles/2147068.html,意大利足协主席：意大利计划申办2028欧洲杯和2030世界杯,骆驼飞鸟鱼刺,07-15 22:41,"['意大利国家队获得了今夏的欧洲杯冠军，意大利足协主席格拉维纳希望好的足球氛围能够延续下去，格拉维纳表示意大利希望申办2028年欧洲杯以及2030年世界杯。', '英格兰也希望申办2030年世界杯，不过在今夏的欧洲杯决赛时，在温布利球场，很多无票的英格兰球迷试图闯入球场，英格兰球迷在本届欧洲杯上有很多负面新闻。报道称，意大利看到了申办大赛的机会。', '意大利足协主席格拉维纳表示：“这是所有参与意大利足球长期计划的人的胜利。欧洲杯冠军带给了意大利整个国家希望，数据显示我们的GDP因为欧洲杯的胜利提升了0.7。欧洲杯的胜利本身带来了3600万欧的收入，这是不能被忽视的。”', '格拉维纳相信举办欧洲杯或者世界杯能够为意大利带来经济收入。', '“我们认为2028年的欧洲杯和2030年的世界杯是机会，不过我们会一步一步来，先是欧洲杯。”']",['意大利'],https://xyimg1.qunliao.info/fastdfs6/M00/29/03/280x210/crop/-/rBUCgGDwSN2AIS-OAAPQ_O3R7mw912.jpg
2147051,https://dongqiudi.com/articles/2147051.html,C罗个人燃向混剪第三弹！,平平无奇的足球迷,07-15 22:33,['C罗超燃混剪第三弹！剪辑不易，请大家多多点赞、评论、转发哦~'],"['葡萄牙', '尤文图斯', 'C罗']",https://csimg2.qunliao.info/fastdfs6/M00/28/44/280x210/crop/-/rBUCgGDtq5SAdI1eAAdGgh-3Y2E567.jpg
2146988,https://dongqiudi.com/articles/2146988.html,恰尔汗奥卢：加盟国米是一个容易的决定；我已经选择20号球衣,Diavel_aDRy,07-15 22:04,"['恰尔汗奥卢在接受采访时透露，自己已经选择了20号作为新赛季的球衣号码，此外他还表示，相较于进球自己更喜欢为队友们送上助攻。', '“加盟国米是一个很容易做出的选择，交易能够很快敲定得感谢总监奥西利奥还有因扎吉先生。”恰尔汗奥卢说道。', '“是的，我已经和拉杜、科拉罗夫、纳因戈兰、森西，几乎每一个人都成为了朋友。”', '“我已经选择了20号，过去我经常穿10号，10加10就是20，所以我选择了这个号码。”', '“我很喜欢送出助攻，因为那会帮助我的队友得分。新赛季我会为劳塔罗和卢卡库送出很多助攻。”', '“萨内蒂、罗纳尔多、阿德里亚诺、埃托奥还有斯内德。”', '“我更喜欢踢任意球然后尝试破门。”']","['国际米兰', '斯内德', '埃托奥', '卢卡库', '恰尔汗奥卢', '科拉罗夫', '纳因戈兰', '劳塔罗-马丁内斯', '伊翁努特-拉杜', '森西', '罗纳尔多', '萨内蒂', '阿德里亚诺', '西蒙尼-因扎吉']",https://xyimg1.qunliao.info/fastdfs6/M00/28/FF/280x210/crop/-/rBUESWDwQBuAZqjcAAHFpSGVf40343.jpg
2146983,https://dongqiudi.com/articles/2146983.html,吐槽个球丨尤文图斯最新训练图集……早些时候，21...,Laoshu,07-15 22:02,['吐槽个球丨尤文图斯最新训练图集……\n\n早些时候，21/22赛季意甲赛程公布：总体上来说，尤文图斯没有太多魔鬼赛程，9月连着踢那不勒斯和米兰；10月连着踢都灵、罗马和国米，中间还夹了一场欧冠小组赛；11月底连着踢拉齐奥和亚特兰大；1月三天内连踢那不勒斯和罗马…..\n\n相信新赛季尤文图斯球员们可以在阿囧的带领下勇往直前，赛出新的水平和成绩！'],['尤文图斯'],https://xyimg1.qunliao.info/fastdfs6/M00/28/FF/280x210/crop/-/rBUCgGDwP_SAEtl5AAL9iOmL2nM702.jpg
