article_id,url,title,author,time,content,tags,img_url
2147403,https://dongqiudi.com/articles/2147403.html,假期生活开始，凯恩和克劳奇一起打高尔夫球,骆驼飞鸟鱼刺,07-16 08:31,"['英格兰队长凯恩带领球队进入了欧洲杯决赛，不过在点球大战中不敌意大利，获得了本届欧洲杯的亚军。在欧洲杯之后凯恩和前英格兰队员克劳奇一起打高尔夫球，英国媒体《太阳报》的消息称，目前凯恩的心情看上去不错，似乎已经走出了欧洲杯的失望。', '英国媒体《太阳报》的消息称，凯恩在欧洲杯之后和克劳奇一起打了高尔夫。报道称，在高尔夫球场上凯恩心情不错。一名参与者表示：“看不出来凯恩几天之前经历了如此大的失望。很高兴他很快走出来了，很高兴他和克劳奇在球场上大笑。”克劳奇也曾经效力于热刺俱乐部。']","['英格兰', '托特纳姆热刺', '哈里-凯恩', '克劳奇']",https://xyimg1.qunliao.info/fastdfs6/M00/29/17/280x210/crop/-/rBUCgGDw0y6AFlV-AAfWY4mW76E631.png
2147395,https://dongqiudi.com/articles/2147395.html,早安，伦敦碗,西汉姆联足球俱乐部,07-16 08:22,['早安，伦敦碗'],['西汉姆联'],https://bdimg1.qunliao.info/tos-cn-i-j5hyufq5o6/fastdfs6/M00/29/16/rBUCgGDw0TKAYIXMAAMgs4FPWLk046.jpg~tplv-j5hyufq5o6-crop:280:210.jpeg
2147394,https://dongqiudi.com/articles/2147394.html,官方：马赛签下贡多齐的弟弟米兰-贡多齐,法国足球新闻,07-16 08:21,"['据马赛官方消息，蓝白军团迎来了今年夏天的又一位新援，他就是马泰奥-贡多齐的弟弟米兰-贡多齐（Milan Guendouzi）。19岁的米兰在场上司职中场，他将和马赛签下一份为期一年的职业合同，新赛季为马赛B队征战第四级别联赛。', '球员简介', '2001年9月19日出生的米兰-贡多齐是大名鼎鼎的马泰奥-贡多齐的弟弟，相比于从小天赋异禀的哥哥，米兰的足球天赋没有那么出色，不过他依然成为了一名职业球员。', '和哥哥一样，米兰出自洛里昂青训营，2018-19赛季，米兰效力于洛里昂U19青年队，不过赛季末他并未留队，而是自由转投特鲁瓦的青训营。', '2019-20赛季，米兰效力于特鲁瓦二队，不过他并未得到太多机会。', '2020-21赛季，米兰自由转会至了第五级别联赛的庞蒂维俱乐部，并有着不错的发挥。', '签约马赛', '7月6日，在哥哥马泰奥的见面亮相会上，米兰-贡多齐现身，和哥哥一起举起了马赛6号球衣，不到两周之后，19岁的米兰也成为了马赛的一员。', '当地时间7月15日下午，马赛官方宣布和米兰-贡多齐签下一份为期一年的职业合同，新赛季，米兰将随马赛预备队征战第四级别联赛。', '此番加盟法甲豪门马赛，如能在预备队发挥出色，米兰将有机会被提拔到一线队，和哥哥马泰奥并肩作战。']","['阿森纳', '马赛', '米兰-贡多齐']",https://xyimg1.qunliao.info/fastdfs6/M00/29/29/280x210/crop/-/rBUESWDxCaKAEfo4AAVT-UxEblg159.png
2147384,https://dongqiudi.com/articles/2147384.html,狐狸买人一时爽，一直买一直爽！,LCFC莱斯特城足球俱乐部,07-16 08:11,['狐狸买人一时爽，一直买一直爽！'],['莱斯特城'],https://xyimg1.qunliao.info/fastdfs6/M00/29/16/280x210/crop/-/rBUESWDwzsWAa396AADq5T6R45M24.jpeg
2147373,https://dongqiudi.com/articles/2147373.html,图片报：马竞和国际米兰等6队有意柏林赫塔攻击手库尼亚,骆驼飞鸟鱼刺,07-16 08:01,"['加盟柏林赫塔以来，巴西攻击手库尼亚的表现一直不错，库尼亚受到了多支欧洲顶级球队的关注。德国媒体《图片报》的消息称，国际米兰和马德里竞技等6支球队有意库尼亚。', '德国媒体《图片报》的消息称，马德里竞技、那不勒斯、亚特兰大、摩纳哥、利兹联以及国际米兰6支球队都对库尼亚有意。', '不过柏林赫塔也不会轻易放走库尼亚，柏林赫塔主管博比奇表示：“经济上必须要达到条件才可以。”《图片报》的消息称，如果库尼亚转会，他的转会费将是3000万欧元左右。', '库尼亚将跟随巴西国奥队参加今夏的奥运会，奥运会上他可能得到更多球队关注。']","['摩纳哥', '国际米兰', '那不勒斯', '马德里竞技', '利兹联', '柏林赫塔', '亚特兰大', '马特乌斯-库尼亚']",https://csimg2.qunliao.info/fastdfs6/M00/29/15/280x210/crop/-/rBUCgGDwzCKAbG-YAAGn5AQwj_o032.jpg
2147372,https://dongqiudi.com/articles/2147372.html,佩杜拉：没有阿尔贝托的任何报价，没有沙奇里和奥尔索利尼,飞翔的蓝鹰,07-16 08:01,"['萨里的朋友，名记佩杜拉刚刚更新了拉齐奥最近的市场情况。', '沙奇里将到拉齐奥？不完全是。1991年出生的利物浦瑞士边锋几年后才到期，他不被认为是萨里4-3-3阵型的完美理想人选。所以我们可以将他从蓝鹰引援名单中删除，除非有现在无法预见的惊喜，而且不是1000或1500万的问题。', '对于边锋来说，布兰特的名字仍然有效，萨拉维亚的名字还在——如果PSG对科雷亚的报价不变的话。奥索里尼已经被评估为从性格角度来看没有说服力。继续喜欢科斯蒂奇，但现在谈判的主要是罗马。约维蒂奇可以踢假中锋，他的到来只有一个可能——穆里奇和凯塞多离开。', '路易斯·阿尔贝托：球员已经归队，没有进行任何谈判，甚至米兰的也从来没有问过价。', '法里斯暂时留队，但都灵一直喜欢他。', '对于中场来说，现在有两个名字是：', '巴希奇已经谈好个人协议。', '卡马拉——马赛向他提供了迄今为止徒劳的续约，而埃斯卡兰特则作为添头。米兰和两个外国俱乐部都喜欢这名中场。']","['利物浦', '拉齐奥', '沙奇里', '路易斯-阿尔贝托', '奥尔索利尼']",https://xyimg1.qunliao.info/fastdfs6/M00/29/14/280x210/crop/-/rBUESWDwyaCAQGv-AATtYgGxTmA008.jpg
2147371,https://dongqiudi.com/articles/2147371.html,备战新赛季，阿森纳球员都在认真训练,侃球的欧豆豆,07-16 08:01,[],"['阿森纳', '奥巴梅扬', '拉卡泽特']",https://xyimg1.qunliao.info/fastdfs6/M00/29/15/280x210/crop/-/rBUCgGDwy7iAHdmcAADTj0Dgshw706.jpg
2147304,https://dongqiudi.com/articles/2147304.html,欧洲杯身价上涨31人名单：佩德里、基耶萨、菲利普斯涨幅最大,阿尔玛贝拉,07-16 03:08,"['德转今天发布了一份31人的球员名单，对欧洲杯身价上涨的球员进行排序。具体名单如下：', '1、佩德里（西班牙）：8000万欧元（+1000万）', '2、基耶萨（意大利）：7000万欧元（+1000万）', '3、德克兰-赖斯（英格兰）：7000万欧元（+500万）', '4、多纳鲁马（意大利）：6500万欧元（+500万）', '5、奥尔莫（西班牙）：5000万欧元（+500万）', '6、马奎尔（英格兰）：5000万欧元（+500万）', '7、若日尼奥（意大利）：4500万欧元（+500万）', '8、卢克-肖（英格兰）：4200万欧元（+700万）', '9、卡尔文-菲利普斯（英格兰）：4000万欧元（+1000万）', '10、赫伊别尔（丹麦）：4000万欧元（+500万）', '11、希克（捷克）：2800万欧元（+500万）', '12、津琴科（乌克兰）：2800万欧元（+300万）', '13、多库（比利时）：2600万欧元（+400万）', '14、皮克福德（英格兰）：2500万欧元（+300万）', '15、萨拉维亚（西班牙）：2500万欧元（+300万）', '16、多尔贝格（丹麦）：2200万欧元（+200万）', '17、帕利尼亚（葡萄牙）：2100万欧元（+300万）', '18、达姆斯高（丹麦）：2000万欧元（+300万）', '19、梅勒（丹麦）：1900万欧元（+600万）', '20、亚列姆丘克（乌克兰）：1750万欧元（+250万）', '21、萨莱（匈牙利）：1600万欧元（+300万）', '22、塞费罗维奇（瑞士）：1600万欧元（+200万）', '23、埃莫森（意大利）：1400万欧元（+200万）', '24、扎巴尔尼（乌克兰）：1100万欧元（+500万）', '25、布什昌（乌克兰）：750万欧元（+250万）', '26、霍里斯（捷克）：700万欧元（+300万）', '27、聚贝尔（瑞士）：350万欧元（+100万）', '28、克莱因海斯勒（匈牙利）：300万欧元（+100万）', '29、巴赫曼（奥地利）：200万欧元（+120万）', '30、谢弗（匈牙利）：150万欧元（+80万）', '31、多夫比克（乌克兰）：150万欧元（+50万）']","['本菲卡', '巴黎圣日耳曼', '雷恩', '尼斯', '曼联', '曼城', '尤文图斯', '根特', '奥西耶克', '切尔西', '埃弗顿', '托特纳姆热刺', '利兹联', '西汉姆联', '沃特福德', '勒沃库森', '法兰克福', '桑普多利亚', '亚特兰大', '葡萄牙体育', '斯特雷达', '巴塞罗那', '基辅迪纳摩', 'RB莱比锡', '赫伊别尔', '卢克-肖', '塞费罗维奇', '克莱因海斯勒', '皮克福德', '若日尼奥', '巴赫曼', '马奎尔', '聚贝尔', '希克', '萨拉维亚', '埃莫森', '布什昌', '亚列姆丘克', '帕利尼亚', '多夫比克', '多纳鲁马', '卡尔温-菲利普斯', '奥尔莫', '津琴科', '多尔贝格', '德克兰-赖斯', '梅勒', '费德里科-基耶萨', '绍洛伊', '谢弗', '米克尔-达姆斯高', '扎巴尔尼', '多库', 'SK第聂伯罗', '佩德里']",https://xyimg1.qunliao.info/fastdfs6/M00/29/11/280x210/crop/-/rBUCgGDwgWCAEfNaAAgB9WLgaFU229.jpg
2147297,https://dongqiudi.com/articles/2147297.html,天空体育：本-怀特希望加盟阿森纳，球队需要继续提升报价,阿尔玛贝拉,07-16 02:18,"['英国天空体育消息，布莱顿中卫本-怀特希望加盟阿森纳。', '目前，阿森纳与布莱顿的交易谈判仍在进行，布莱顿已经先后拒绝了阿森纳两份4000万英镑和4700万英镑的报价。']","['阿森纳', '布莱顿', '本-怀特']",https://bdimg1.qunliao.info/tos-cn-i-j5hyufq5o6/fastdfs6/M00/29/10/rBUESWDwe4mAQFPgAACDlDr_sPI598.jpg~tplv-j5hyufq5o6-crop:280:210.jpeg
2147296,https://dongqiudi.com/articles/2147296.html,记者：若国米求购贝莱林失败，他们将转攻罗贝托,ETChalmers,07-16 02:13,"['据记者Ekrem Konur的消息，若国米求购贝莱林失败，他们将转攻巴萨后卫罗贝托。', '现年29岁的罗贝托与巴萨的现有合同将于2022年夏天到期。据此前媒体报道称，国米租借+选择性买断条款报价贝莱林，被阿森纳拒绝。', '记者Ekrem Konur透露，若国米求购贝莱林失败，他们将转攻罗贝托。该记者表示，在主帅科曼的要求下，巴萨已经开始了与罗贝托的续约谈判。']","['阿森纳', '国际米兰', '巴塞罗那', '贝莱林', '罗贝托']",https://xyimg1.qunliao.info/fastdfs6/M00/11/21/280x210/crop/-/rBUCgGCfoZqAJEmVAAOVUPsSQ8M995.jpg
2147294,https://dongqiudi.com/articles/2147294.html,首发即拿欧冠 冠军左后卫加盟莱斯特城 伯特兰集锦欣赏,莱斯特球员卡斯塔涅经纪人,07-16 02:11,[],"['莱斯特城', '伯特兰']",https://csimg2.qunliao.info/fastdfs6/M00/28/3E/280x210/crop/-/rBUESWDtnqSATMOFAAN2QUzjiEU894.jpg
2147293,https://dongqiudi.com/articles/2147293.html,加盟莱斯特城首次采访 左后卫伯特兰前来报道,莱斯特球员卡斯塔涅经纪人,07-16 02:08,[],"['莱斯特城', '伯特兰']",https://csimg2.qunliao.info/fastdfs6/M00/28/3E/280x210/crop/-/rBUESWDtnqSATMOFAAN2QUzjiEU894.jpg
2147288,https://dongqiudi.com/articles/2147288.html,意媒：罗马提升报价，扎卡转会即将完成,阿尔玛贝拉,07-16 01:52,"['意媒TMW消息，扎卡加盟罗马的转会即将完成。', '报道称，罗马已经将对扎卡的报价提升至1800万欧元和附加奖金，这与阿森纳2000万欧元左右的心理价位已经基本一致。目前，双方正在就交易细节进行确认，预计转会很快完成。', '球员方面，扎卡早在一个月前就已经与罗马达成个人协议，双方将签约至2025年。']","['阿森纳', '罗马', '扎卡']",https://bdimg1.qunliao.info/tos-cn-i-j5hyufq5o6/fastdfs6/M00/29/0F/rBUESWDwdcaAITznAAeXgtaXf8U484.png~tplv-j5hyufq5o6-crop:280:210.jpeg
2147283,https://dongqiudi.com/articles/2147283.html,狼队官方：葡萄牙门将若泽-萨加盟球队,阿尔玛贝拉,07-16 01:40,"['狼队官方宣布，28岁的葡萄牙门将若泽-萨加盟球队。', '若泽-萨此前3个赛季效力于希腊奥林匹亚科斯队，为球队出场124次，62次零封对手，帮助球队获得过两次联赛冠军和一次杯赛冠军。', '2019-20赛季欧联杯八分之一决赛，若泽-萨曾代表奥林匹亚科斯与狼队交手。第一回合首发出战，因伤缺席第二回合比赛。', '若泽-萨在2016-2018年为波尔图效力两个赛季，担任卡西利亚斯的替补，并与鲁本-内维斯和博利都做过队友。2017-18赛季，若泽-萨曾在欧冠有过5次出场经历。', '国家队方面，若泽-萨曾代表葡萄牙国奥队参加了2016年里约奥运会，并多次入选葡萄牙国家队大名单，并随队获得2019年欧洲国家联赛冠军。']","['狼队', '奥林匹亚科斯', '若泽-萨', '博利', '鲁本-内维斯']",https://xyimg1.qunliao.info/fastdfs6/M00/29/0F/280x210/crop/-/rBUCgGDwcgyAfKqLAAC785DLt0E098.jpg
2147280,https://dongqiudi.com/articles/2147280.html,官方：莱斯特城免签前南安普顿后卫伯特兰，双方签约2年,ETChalmers,07-16 01:28,"['莱斯特城官方宣布，球队免签前南安普顿后卫伯特兰，双方签约2年。', '现年31岁的伯特兰在2014年夏天从切尔西租借加盟南安普顿，半个赛季后被圣徒买断，今夏，这位英格兰左后卫在合同到期后离开圣玛丽球场。', '今日，莱斯特城官方宣布，球队签下伯特兰，双方签约至2023年。']","['南安普顿', '莱斯特城', '伯特兰']",https://xyimg1.qunliao.info/fastdfs6/M00/29/0E/280x210/crop/-/rBUESWDwb06AAXnNAAlT8O7YAMA247.jpg
2147278,https://dongqiudi.com/articles/2147278.html,圣徒集体团建潇洒的单车少年们[你牛逼],南安普顿足球俱乐部,07-16 01:25,['圣徒集体团建\n\n潇洒的单车少年们[你牛逼]'],['南安普顿'],https://xyimg1.qunliao.info/fastdfs6/M00/29/0E/280x210/crop/-/rBUCgGDwb5mALHAWACDF0bp5Q1E036.jpg
2147273,https://dongqiudi.com/articles/2147273.html,官方：阿森纳中卫萨利巴租借加盟马赛至2021-22赛季结束,阿尔玛贝拉,07-16 01:15,"['马赛官方宣布，球队签下阿森纳20岁的年轻中卫萨利巴。', '马赛在官方社交媒体上，用一段视频欢迎了萨利巴的到来，并配文“萨利巴成为一名马赛球员。”', '意大利记者罗马诺同步更新称，马赛将租借萨利巴至2021-22赛季结束，转会没有包含买断条款。', '20岁的萨利巴上赛季前半程在阿森纳U23踢球，目前他还没有阿森纳一队的出场经历。']","['阿森纳', '马赛', '萨利巴']",https://xyimg1.qunliao.info/fastdfs6/M00/29/0D/280x210/crop/-/rBUESWDwbQ-AZpNRAAtRIHa4anA588.jpg
2147270,https://dongqiudi.com/articles/2147270.html,迪马济奥：吉鲁已经飞抵米兰，周五接受体检,Diavel_aDRy,07-16 01:08,"['根据转会专家迪马济奥的报道，切尔西的前锋吉鲁目前已经飞抵米兰，当地时间周五他就将接受红黑军团的体检。', '此前迪马济奥的报道就曾指出，吉鲁此次的转会费为100万欧元，协议中还包含与欧冠资格以及球员出场次数相挂钩的100万欧元奖金，这位法国球星将会和米兰签下一份为期两年的合同，税前年薪500万欧元。', '吉鲁此次搭乘私人飞机从法国格勒诺布尔飞抵米兰的利纳特机场，目前现场已经聚集了不少的记者和球迷。']","['AC米兰', '切尔西', '吉鲁', '迪马济奥']",https://bdimg1.qunliao.info/tos-cn-i-j5hyufq5o6/fastdfs6/M00/29/0E/rBUCgGDwa5KASCeAABbK9QEMhVo369.jpg~tplv-j5hyufq5o6-crop:280:210.jpeg
2147268,https://dongqiudi.com/articles/2147268.html,官方：莱斯特城足球俱乐部确认伯特兰德加盟球队现年...,LCFC莱斯特城足球俱乐部,07-16 01:03,['官方：莱斯特城足球俱乐部确认伯特兰德加盟球队\n\n现年31岁的左后卫伯特兰德，之前效力过南安普顿、切尔西和阿斯顿维拉，英超累计出场达到258次\n\n莱斯特城足球俱乐部的每一个人都欢迎伯特兰德的加盟，并祝愿他在狐狸城未来一切顺利！'],"['莱斯特城', '伯特兰']",https://img.qunliao.info/3M0Bk7u5_5948636261.mp4?vframe/jpg/offset/1
2147266,https://dongqiudi.com/articles/2147266.html,齐耶赫教学：如何做到像我一样在禁区制造威胁,蓝色_布鲁斯,07-16 01:01,"['字幕翻译：蓝色-布鲁斯', '链接：https://www.youtube.com/watch?v=43DmvYzWX0A']","['切尔西', '齐耶赫']",https://xyimg1.qunliao.info/fastdfs6/M00/29/0C/280x210/crop/-/rBUESWDwaOyAVJakAB3UBrEx8UY596.jpg
2147108,https://dongqiudi.com/articles/2147108.html,官宣：葡萄牙门将若泽-萨加盟狼队,英格兰狼队足球俱乐部,07-16 01:00,"['狼队官方宣布：葡萄牙门将若泽·萨加盟狼队，双方签约5年。', '国家队方面，若泽·萨代表葡萄牙各级国青有过出场，并参加过2016年奥运会。尽管还没有过葡萄牙国家队出场机会，但他多次入选过国家队大名单，并随队获得了2019年欧洲国家联赛冠军。', '狼队技术总监斯科特·塞拉斯说:“若泽·萨作为一名门将，即将进入职业生涯的巅峰期，他在我们的引援列表上一直备受关注。他面对对手传中时的侵略性、对禁区的控制力给我们留下了深刻的印象，同时他有着出色的出球能力，非常积极，十分符合拉热的执教理念，相信他会成为狼队的重要一员。他的比赛经验十分丰富，特别是过去几年在希腊，年年代表奥林匹亚科斯参加了欧冠或欧联，去年还和我们在欧联杯有过交手。他的职业生涯已经赢得了好几次联赛冠军，我们确信他已经做好下一步征战英超的准备。”']","['狼队', '奥林匹亚科斯', '若泽-萨']",https://xyimg1.qunliao.info/fastdfs6/M00/29/05/280x210/crop/-/rBUESWDwTkGAU65sAAKY3J_ugjQ107.jpg
2147255,https://dongqiudi.com/articles/2147255.html,罗马诺：卢卡库不会离开国米，球队视他为非卖品,阿尔玛贝拉,07-16 00:41,"['意大利记者罗马诺消息，卢卡库的经纪人帕斯托雷洛确认，球员不会离开国米。', '帕斯托雷洛澄清了加盟切尔西和曼城的流言，并表示卢卡库与国米之间不存在任何的问题。目前球员仍在享受欧洲杯假期。', '而国米方面，也将卢卡库视为这个夏天球队的非卖品。']","['曼城', '国际米兰', '切尔西', '卢卡库']",https://xyimg1.qunliao.info/fastdfs6/M00/29/0B/280x210/crop/-/rBUESWDwZReAdBiYADqzTlKy8TY505.jpg
2147248,https://dongqiudi.com/articles/2147248.html,记者：切尔西并没有正式报价哈兰德，不过多特也无意出售,ETChalmers,07-16 00:30,"['据BBC体育记者Simon Stone的消息，切尔西并未正式报价哈兰德，不过多特也无意出售这位挪威前锋。', '据此前德国天空体育的消息，多特已经拒绝了切尔西对哈兰德提出的报价，蓝军的报价中包含将奥多伊或亚伯拉罕作为交易的一部分。', '不过记者Simon Stone透露，切尔西并未就求购哈兰德向多特提交正式报价，该记者同时表示，即使切尔西送上正式报价，也是浪费时间，因为多特无意出售哈兰德。']","['多特蒙德', '切尔西', '哈兰德']",https://xyimg1.qunliao.info/fastdfs6/M00/06/2B/280x210/crop/-/rBUESWB3XC-AHxKHAAHj6lfw2kI577.jpg
2147247,https://dongqiudi.com/articles/2147247.html,应该不需要解释了，相信大家都能看懂,D站米兰哥,07-16 00:29,['应该不需要解释了，相信大家都能看懂'],"['AC米兰', '切尔西', '吉鲁']",https://bdimg1.qunliao.info/tos-cn-i-j5hyufq5o6/fastdfs6/M00/29/0B/rBUESWDwYnWAcWPNAAA5nSYtk2E919.png~tplv-j5hyufq5o6-crop:280:210.jpeg
